pseudocode,total_students,total_boys,total_girls,students_primary,students_upper_primary,students_secondary,school_level,total_tch,regular,contract,part_time,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,post_graduate_and_above,graduate,classrooms_total,classrooms_pucca,classrooms_good,toilets_boys_func,toilets_girls_func,has_girls_toilet,has_boys_toilet,has_ramp,has_library,has_playground,has_electricity,has_internet,has_handwash,has_boundary_wall,has_comp_lab,has_solar,has_hm_room,ptr,ptr_threshold,ptr_violation_severity,students_per_classroom,infrastructure_gap,eligible_grant_norm,funding_ratio,growth_rate,qualified_teacher_ratio,contract_ratio,validation_label,risk_score,risk_level
1444140,732,170,682,327,664,591,secondary,36,24,2,10,16,17,14,16,10,4,15,14,27,9,13,1,2,1,0,0,0,1,1,1,0,0,0,1,1,20.33,35,-0.4191,27.11,0,75000,0.6,-0.087,0.77,0.056,Flag,31.21,Medium
1531296,2657,1835,1111,105,769,2009,primary,84,58,20,6,67,16,16,7,13,3,37,62,81,28,18,7,3,0,1,0,1,0,0,1,1,1,0,1,0,31.63,35,-0.0963,32.8,0,75000,0.98,0.182,0.85,0.238,Accept,24.71,Low
1162325,454,166,240,57,29,401,upper_primary,13,10,1,2,9,17,13,9,6,6,6,4,10,0,1,8,7,1,1,0,1,1,1,1,0,1,0,1,1,34.92,35,-0.0023,45.4,0,50000,0.94,0.101,0.67,0.077,Accept,15.53,Low
1229632,2935,2264,2486,893,1184,2079,secondary,95,57,23,15,3,1,19,15,2,16,57,43,62,24,22,0,0,0,1,0,1,1,0,0,0,1,1,0,1,30.89,35,-0.1174,47.34,0,50000,0.57,-0.064,0.96,0.242,Accept,23.01,Low
1907779,2416,1499,1636,1707,1769,1318,secondary,91,54,17,20,50,18,11,19,14,4,29,45,78,75,20,4,9,1,1,1,1,1,1,1,1,1,1,1,1,26.55,35,-0.2414,30.97,0,100000,0.94,0.199,0.56,0.187,Flag,33.42,Medium
1637402,467,367,143,355,89,41,primary,17,13,1,3,9,13,11,0,19,19,6,8,9,7,7,4,5,1,1,1,0,1,1,0,1,1,0,0,1,27.47,35,-0.2151,51.89,0,50000,0.51,-0.065,0.59,0.059,Flag,29.82,Medium
1068464,1788,625,315,606,1470,1560,secondary,39,31,9,0,10,16,11,1,5,8,4,19,32,28,20,8,6,1,0,0,0,0,1,1,1,1,0,1,1,45.85,35,0.31,55.88,0,100000,0.55,0.018,0.76,0.231,Flag,39.46,Medium
1231362,1123,900,725,167,376,606,secondary,22,15,1,6,12,10,0,14,17,15,8,0,22,10,8,6,9,1,1,1,0,0,1,1,0,0,1,1,1,51.05,35,0.4586,51.05,0,75000,0.7,0.073,0.52,0.045,Flag,48.05,Medium
1430294,1862,193,192,1313,1567,884,secondary,42,31,7,4,31,10,10,13,2,13,31,35,52,16,47,2,8,1,0,1,1,1,0,1,0,1,1,1,0,44.33,35,0.2666,35.81,0,100000,0.64,-0.001,0.51,0.167,Flag,42.23,Medium
1195552,901,849,89,894,853,626,secondary,21,15,4,2,18,8,2,11,19,17,7,8,17,12,7,5,9,0,0,1,1,0,0,1,1,0,1,1,0,42.9,35,0.2257,53,0,50000,0.53,-0.037,0.72,0.19,Flag,35.92,Medium
1086545,2505,1211,1080,2304,653,1159,upper_primary,56,34,7,15,50,14,1,3,0,18,20,41,93,0,83,5,3,0,1,0,1,0,1,0,0,1,1,0,1,44.73,35,0.278,26.94,0,100000,0.95,-0.029,0.63,0.125,Flag,33.5,Medium
1016905,1553,263,305,1061,1002,122,upper_primary,45,37,9,0,27,9,12,0,1,2,8,4,29,9,9,1,9,0,0,1,1,0,1,0,1,0,1,1,1,34.51,35,-0.014,53.55,0,50000,0.73,-0.053,0.67,0.2,Accept,21.33,Low
1939947,519,60,356,271,132,243,primary,25,16,3,6,5,5,17,5,6,15,8,12,17,11,0,7,3,0,1,1,1,1,1,1,1,1,1,1,1,20.76,35,-0.4069,30.53,0,75000,0.77,0.024,0.74,0.12,Flag,38.42,Medium
1091104,1290,1028,534,1104,1270,854,primary,31,24,4,3,8,1,18,19,16,6,29,25,26,2,18,2,7,0,1,1,1,0,1,1,1,0,1,1,1,41.61,35,0.1889,49.62,0,50000,0.56,-0.099,0.72,0.129,Flag,26.16,Medium
1833884,2209,138,1382,845,1980,1552,upper_primary,95,59,6,30,71,3,9,6,3,15,13,79,60,24,40,3,7,1,0,1,0,1,1,1,1,1,1,0,1,23.25,35,-0.3357,36.82,0,100000,0.81,-0.097,0.6,0.063,Flag,33.43,Medium
1358720,1158,1033,245,916,94,958,secondary,28,23,4,1,5,13,0,6,8,10,23,22,22,15,18,1,2,1,1,1,1,1,1,0,0,1,0,1,0,41.36,35,0.1817,52.64,0,75000,0.99,-0.036,0.9,0.143,Accept,21.52,Low
1807342,1425,378,428,894,427,1107,primary,32,22,7,3,31,3,4,7,9,6,21,13,38,29,36,4,2,0,0,1,0,1,0,0,1,1,0,1,1,44.53,35,0.2723,37.5,0,75000,0.5,0.191,0.7,0.219,Flag,34.45,Medium
1526071,1760,225,1338,1042,30,844,primary,35,21,6,8,23,4,18,0,0,17,32,31,31,26,27,4,8,1,0,1,1,0,1,1,1,1,1,1,1,50.29,35,0.4369,56.77,0,75000,0.83,0.156,0.53,0.171,Flag,51.09,Medium
1294887,1280,1242,508,451,943,847,primary,42,27,8,7,30,19,2,5,0,15,38,33,29,9,24,5,1,1,1,1,1,0,1,1,1,1,1,0,1,30.48,35,-0.1291,44.14,0,50000,0.51,0.147,0.89,0.19,Accept,20.17,Low
1701475,2603,553,2201,1130,2086,2227,secondary,53,42,12,0,46,11,3,11,17,16,50,47,76,42,33,0,0,1,0,0,0,1,1,1,1,1,0,1,1,49.11,35,0.4031,34.25,0,50000,0.99,0.03,0.83,0.226,Flag,36.98,Medium
1289669,2271,740,158,1814,780,2256,secondary,66,56,9,1,15,8,0,14,11,4,55,49,46,19,1,3,5,1,1,1,1,0,1,0,1,1,0,1,1,34.41,35,-0.0169,49.37,0,50000,0.9,0.068,0.8,0.136,Accept,14.1,Low
1416540,875,94,90,552,146,245,primary,32,23,3,6,8,14,7,14,14,17,6,21,21,17,15,1,3,1,1,0,0,0,1,1,1,1,1,1,0,27.34,35,-0.2189,41.67,0,100000,0.61,0.018,0.59,0.094,Flag,33.81,Medium
1371969,2986,949,1613,2030,956,1701,primary,66,46,10,10,50,9,18,4,6,10,22,49,65,54,54,3,0,1,0,1,1,0,1,1,0,1,0,1,1,45.24,35,0.2926,45.94,0,100000,0.73,0.169,0.85,0.152,Flag,31.89,Medium
1302262,2859,1156,1036,1797,349,2329,primary,139,83,6,50,12,4,12,19,7,8,114,126,62,60,19,9,5,1,0,1,1,1,1,1,1,1,1,0,1,20.57,35,-0.4123,46.11,0,50000,0.82,0.164,0.81,0.043,Flag,28.93,Medium
1206604,1306,1178,803,274,178,136,secondary,30,24,6,0,27,19,2,18,4,7,13,23,38,2,23,7,2,1,0,0,0,1,1,1,0,0,1,1,1,43.53,35,0.2437,34.37,0,50000,0.54,0.088,0.69,0.2,Flag,32.93,Medium
1656989,1280,597,345,1269,1011,20,secondary,45,37,9,0,23,8,11,8,19,2,35,41,30,3,21,8,5,0,0,1,1,1,1,1,1,1,0,0,1,28.44,35,-0.1874,42.67,0,50000,0.54,-0.014,0.82,0.2,Accept,24.51,Low
1926161,1201,1183,710,312,1184,307,secondary,57,43,11,3,17,2,11,18,12,9,46,51,44,33,2,6,7,0,1,0,0,1,0,1,1,0,0,1,1,21.07,35,-0.398,27.3,0,100000,0.72,0.004,0.61,0.193,Flag,40.98,Medium
1925164,1266,238,211,1146,109,299,secondary,29,18,1,10,21,9,5,8,1,3,8,14,34,19,7,9,2,0,0,1,1,1,0,1,0,0,1,0,0,43.66,35,0.2474,37.24,0,100000,0.88,-0.086,0.55,0.034,Flag,31.2,Medium
1908312,453,444,413,68,3,239,primary,18,11,3,4,2,2,17,16,9,1,10,2,8,6,7,6,1,0,0,1,1,1,1,1,1,1,1,0,0,25.17,35,-0.2809,56.62,0,75000,0.73,-0.03,0.73,0.167,Flag,29.41,Medium
1051524,2751,1168,396,653,2332,391,upper_primary,56,33,3,20,39,0,3,18,4,4,52,31,98,51,87,2,3,0,0,0,1,1,1,1,1,1,1,0,0,49.12,35,0.4034,28.07,0,50000,0.58,0.147,0.78,0.054,Flag,36.95,Medium
1564493,2520,594,1703,635,1072,1652,upper_primary,65,46,9,10,6,0,12,18,0,12,42,26,80,70,2,9,8,0,1,1,0,0,1,1,0,1,1,1,0,38.77,35,0.1077,31.5,0,50000,0.85,-0.084,0.71,0.138,Accept,19.97,Low
1968927,2943,1046,1936,2704,109,2771,primary,118,102,8,8,14,11,13,17,19,5,67,62,64,57,22,2,5,0,0,0,1,1,1,1,0,1,0,1,1,24.94,35,-0.2874,45.98,0,100000,0.61,0.106,0.74,0.068,Flag,29.03,Medium
1991806,354,270,156,346,336,145,upper_primary,13,11,2,0,12,18,7,19,7,10,4,2,10,6,8,8,0,0,1,1,1,1,0,0,1,1,1,1,0,27.23,35,-0.222,35.4,0,100000,0.72,0.087,0.73,0.154,Flag,30.64,Medium
1174811,600,497,357,576,379,514,secondary,16,13,3,0,3,9,4,14,13,14,9,7,18,8,11,6,4,0,1,1,1,1,1,1,0,0,1,1,1,37.5,35,0.0714,33.33,0,75000,0.91,0.136,0.78,0.188,Flag,27.47,Medium
1013869,1181,658,454,851,46,819,primary,39,26,5,8,24,13,17,4,11,9,7,37,26,24,14,8,8,1,1,1,0,1,1,0,1,1,0,0,1,30.28,35,-0.1349,45.42,0,100000,0.56,0.149,0.88,0.128,Accept,21.6,Low
1201107,1257,813,232,1142,854,1214,secondary,47,29,6,12,45,6,14,16,0,8,21,28,22,13,15,4,5,1,0,1,1,1,0,0,0,1,0,1,1,26.74,35,-0.236,57.14,0,50000,0.52,-0.049,0.92,0.128,Flag,27.56,Medium
1170002,997,663,738,675,588,825,primary,20,12,2,6,6,15,17,2,19,19,9,15,32,2,10,8,9,1,1,1,1,0,1,1,0,1,0,1,0,49.85,35,0.4243,31.16,0,50000,0.78,0.091,0.93,0.1,Flag,36.66,Medium
1227894,468,73,96,128,255,421,secondary,22,18,5,0,16,8,6,16,2,15,4,19,12,1,0,3,6,0,1,1,1,0,0,1,1,1,1,1,0,21.27,35,-0.3923,39,0,50000,0.98,0.152,0.64,0.227,Flag,40.62,Medium
1149273,1100,190,640,663,232,473,primary,23,19,1,3,17,14,14,5,10,7,20,16,35,23,30,1,1,1,0,1,0,1,1,1,1,0,1,1,1,47.83,35,0.3666,31.43,0,75000,0.63,0.007,0.83,0.043,Flag,29.33,Medium
1340135,2497,2415,1962,1948,1619,949,primary,99,80,9,10,78,16,9,0,5,2,50,70,59,44,12,0,0,1,0,1,0,1,1,1,1,1,1,0,0,25.22,35,-0.2794,42.32,0,75000,0.55,0.031,0.5,0.091,Flag,34.25,Medium
1751679,1655,1241,560,989,161,129,primary,39,25,7,7,30,0,3,5,12,18,7,38,36,12,0,5,6,1,1,0,1,1,0,1,1,1,0,1,0,42.44,35,0.2126,45.97,0,100000,0.56,0.118,0.84,0.179,Flag,31.07,Medium
1165426,711,244,264,364,366,697,secondary,28,22,6,0,1,9,12,17,10,12,18,23,18,4,2,2,6,0,0,1,1,1,1,1,1,1,1,0,1,25.39,35,-0.2746,39.5,0,75000,0.55,-0.086,0.91,0.214,Flag,32.57,Medium
1728770,1976,292,1256,1974,1404,1648,upper_primary,42,29,2,11,0,6,14,6,18,19,29,13,34,12,19,9,8,0,0,1,0,1,1,1,1,0,1,1,0,47.05,35,0.3443,58.12,0,75000,0.52,0.039,0.71,0.048,Flag,29.37,Medium
1657949,2939,169,602,739,1841,2635,secondary,113,93,21,0,48,8,18,13,13,16,65,103,50,4,38,5,0,1,0,1,0,1,1,1,1,1,1,0,1,26.01,35,-0.2569,58.78,0,100000,0.86,0.032,0.62,0.186,Flag,33.14,Medium
1422701,2087,1821,1068,1086,921,1410,secondary,63,54,13,0,10,9,17,3,12,5,58,52,37,12,25,3,4,1,1,0,1,1,1,1,1,1,1,1,1,33.13,35,-0.0534,56.41,0,50000,0.98,0.164,0.52,0.206,Flag,30.74,Medium
1013423,991,174,170,301,963,515,upper_primary,26,19,6,1,1,10,3,15,3,0,25,23,19,18,1,8,6,0,0,1,1,1,0,1,0,1,1,1,1,38.12,35,0.0891,52.16,0,75000,0.78,0.104,0.91,0.231,Flag,25.22,Medium
1453416,1008,681,491,196,97,458,primary,25,17,2,6,5,7,8,8,7,11,7,2,17,12,1,0,3,1,1,1,1,0,1,1,1,1,1,0,0,40.32,35,0.152,59.29,0,75000,0.72,0.18,0.79,0.08,Accept,24.9,Low
1460662,507,220,66,35,1,382,primary,21,16,2,3,17,16,7,14,8,16,1,5,17,4,16,1,1,1,1,1,1,1,1,0,1,0,1,0,1,24.14,35,-0.3103,29.82,0,75000,0.72,0.034,0.9,0.095,Flag,28.6,Medium
1450587,2690,387,1375,832,249,2027,primary,58,46,10,2,33,14,16,6,5,11,50,32,48,20,25,3,4,0,0,1,1,1,0,0,1,0,1,0,1,46.38,35,0.3251,56.04,0,50000,0.96,0.038,0.87,0.172,Flag,29.83,Medium
1280199,2492,916,1000,917,1133,2400,primary,70,52,7,11,39,17,8,12,2,17,41,4,50,26,5,7,7,0,0,0,1,0,1,0,1,1,1,1,1,35.6,35,0.0171,49.84,0,75000,0.79,0.149,0.64,0.1,Accept,24.68,Low
1572305,1148,225,497,259,673,173,secondary,29,19,4,6,12,6,9,0,3,17,5,1,45,2,7,2,1,1,1,1,0,1,1,1,1,1,1,0,1,39.59,35,0.1311,25.51,0,100000,0.89,0.197,0.81,0.138,Accept,21.24,Low
1509946,1478,323,1319,705,621,924,upper_primary,52,38,12,2,33,6,11,5,17,3,18,26,44,19,20,6,8,0,0,1,1,0,1,1,0,0,0,0,1,28.42,35,-0.188,33.59,0,75000,0.97,0.19,0.72,0.231,Flag,32.1,Medium
1216452,1251,80,850,106,1134,1237,secondary,44,29,3,12,5,17,15,1,18,0,29,42,31,19,4,6,0,0,1,1,0,0,1,1,1,0,1,1,1,28.43,35,-0.1877,40.35,0,100000,0.67,-0.067,0.93,0.068,Accept,18.81,Low
1519333,281,74,46,271,178,50,secondary,6,3,0,3,3,11,7,2,1,5,3,4,5,1,3,1,1,1,0,1,1,1,1,0,1,1,0,0,1,46.83,35,0.338,56.2,0,75000,0.95,-0.052,0.8,0,Flag,25.43,Medium
1283884,2270,286,1821,1207,1778,1969,primary,48,42,2,4,11,11,0,19,7,16,20,38,42,40,41,3,5,1,0,1,1,1,1,1,1,1,1,0,1,47.29,35,0.3511,54.05,0,100000,0.7,0.049,0.58,0.042,Flag,39.27,Medium
1616225,991,59,740,445,1,747,secondary,46,33,7,6,33,16,13,15,4,9,44,8,17,3,15,6,6,0,1,0,0,1,1,0,1,1,1,1,1,21.54,35,-0.3846,58.29,0,50000,0.51,-0.037,0.51,0.152,Flag,44.94,Medium
1654719,2705,1825,1023,294,2001,2316,primary,58,39,13,6,49,15,14,7,14,0,27,48,66,61,46,9,1,0,0,1,1,1,1,0,1,1,0,1,1,46.64,35,0.3326,40.98,0,75000,0.9,0.002,0.93,0.224,Flag,37.1,Medium
1406885,1516,703,869,1274,890,435,upper_primary,63,51,12,0,26,17,16,15,12,3,35,20,26,13,4,8,7,0,0,1,1,1,1,0,0,1,1,0,1,24.06,35,-0.3126,58.31,0,75000,0.98,0.137,0.75,0.19,Flag,32.62,Medium
1565345,1205,42,964,94,187,384,secondary,50,32,6,12,15,6,14,0,8,1,16,24,30,23,9,5,4,1,1,1,0,1,1,0,1,1,1,0,1,24.1,35,-0.3114,40.17,0,75000,0.88,-0.043,0.57,0.12,Flag,36.53,Medium
1797784,2772,1434,1876,777,222,1771,primary,77,52,7,18,56,1,15,14,12,17,13,65,49,33,34,4,8,1,1,1,1,1,1,0,1,1,1,0,1,36,35,0.0286,56.57,0,100000,0.74,0.139,0.63,0.091,Accept,24.36,Low
1123299,961,28,306,347,660,575,secondary,20,14,3,3,1,13,2,3,0,8,16,13,27,16,0,9,6,1,0,0,1,1,0,1,0,1,1,0,0,48.05,35,0.3729,35.59,0,50000,0.88,-0.034,0.64,0.15,Flag,39.32,Medium
1735399,1539,994,710,995,986,786,secondary,31,22,1,8,4,9,7,12,4,11,26,12,25,21,7,0,5,1,0,0,1,1,0,0,0,1,1,1,1,49.65,35,0.4186,61.56,0,100000,0.61,-0.04,0.86,0.032,Flag,28.52,Medium
1517071,2258,1743,1842,214,1135,913,secondary,74,65,10,0,43,17,4,7,2,1,24,18,46,39,1,2,0,1,0,1,1,1,0,1,1,1,1,0,0,30.51,35,-0.1283,49.09,0,75000,0.6,-0.085,0.73,0.135,Accept,22.84,Low
1752249,2808,1750,2537,1048,1958,2369,upper_primary,82,68,16,0,40,6,1,18,7,10,63,15,54,17,12,4,1,0,0,1,1,1,1,1,1,1,1,1,0,34.24,35,-0.0217,52,0,50000,0.83,0.123,0.96,0.195,Accept,16,Low
1653976,2900,615,1953,1547,159,1952,upper_primary,129,98,29,2,50,5,4,4,17,2,122,114,72,25,60,9,2,1,0,0,0,0,0,0,1,1,1,1,1,22.48,35,-0.3577,40.28,0,100000,0.98,0.014,1,0.225,Flag,32.66,Medium
1313905,1306,96,845,757,86,990,primary,28,22,4,2,24,11,2,17,12,14,9,0,44,37,40,9,8,0,1,1,1,1,1,1,1,1,1,0,1,46.64,35,0.3326,29.68,0,100000,0.51,0.19,0.52,0.143,Flag,39.44,Medium
1805064,2021,443,161,826,1325,1129,upper_primary,49,31,8,10,36,0,9,8,2,14,3,44,44,37,19,0,6,0,1,1,1,1,1,1,1,1,1,1,1,41.24,35,0.1783,45.93,0,100000,0.83,0.015,0.77,0.163,Flag,26.53,Medium
1973248,1524,679,320,129,148,1495,upper_primary,41,24,6,11,16,14,19,19,8,2,19,18,47,17,19,7,0,1,1,1,1,0,1,0,1,1,0,1,1,37.17,35,0.062,32.43,0,100000,0.99,0.119,0.73,0.146,Accept,21.5,Low
1036079,883,257,176,841,642,389,secondary,26,17,1,8,4,17,2,9,10,18,13,20,17,10,3,7,5,1,0,0,1,1,0,1,0,1,0,1,0,33.96,35,-0.0297,51.94,0,75000,0.66,0.005,0.77,0.038,Accept,16.9,Low
1624225,388,345,24,349,335,93,upper_primary,11,7,0,4,5,3,2,5,3,17,5,9,12,4,10,8,5,1,1,1,1,0,1,1,1,1,0,1,1,35.27,35,0.0077,32.33,0,100000,0.53,0.192,0.73,0,Accept,10.97,Low
1217522,767,42,455,292,687,68,secondary,31,26,4,1,11,3,5,18,8,11,25,14,16,15,12,8,4,1,0,0,0,0,1,0,1,1,1,0,1,24.74,35,-0.2931,47.94,0,50000,1,0.081,0.58,0.129,Flag,37.38,Medium
1677036,1453,300,854,528,139,277,secondary,46,37,9,0,25,13,11,17,3,13,12,17,35,27,18,5,2,0,1,0,0,1,1,1,1,0,1,1,1,31.59,35,-0.0974,41.51,0,50000,0.93,0.065,0.62,0.196,Flag,26.45,Medium
1686345,260,186,221,166,259,142,upper_primary,5,3,0,2,3,8,2,7,6,3,1,4,6,2,5,6,9,0,1,1,1,1,1,1,0,1,0,0,0,52,35,0.4857,43.33,0,75000,0.95,0.029,0.77,0,Flag,40.58,Medium
1000415,676,665,556,123,149,396,primary,15,13,1,1,11,6,0,0,19,13,10,14,12,10,7,9,8,0,1,1,1,1,0,1,0,0,1,0,1,45.07,35,0.2877,56.33,0,100000,0.51,-0.058,0.97,0.067,Flag,26.95,Medium
1032882,681,568,340,529,641,494,primary,16,11,3,2,12,15,7,10,7,9,6,0,15,14,11,8,4,0,1,0,1,1,1,1,1,1,1,1,0,42.56,35,0.216,45.4,0,75000,0.72,0.133,0.85,0.188,Accept,23.25,Low
1434166,1669,1406,1037,1664,1486,450,upper_primary,70,60,4,6,54,5,0,19,5,7,19,54,62,47,58,2,7,0,1,1,1,1,0,0,1,1,1,1,1,23.84,35,-0.3189,26.92,0,75000,0.58,0.027,0.57,0.057,Flag,32.45,Medium
1680050,1195,994,973,635,671,957,primary,29,24,1,4,10,4,6,5,12,1,18,10,22,19,4,8,5,0,0,0,1,1,1,1,1,0,1,1,0,41.21,35,0.1774,54.32,0,100000,0.78,-0.038,0.53,0.034,Flag,26.06,Medium
1290635,2033,1744,1969,573,464,257,upper_primary,45,37,8,0,43,10,10,17,7,6,27,15,37,11,28,6,4,1,0,1,1,0,1,1,1,1,0,1,0,45.18,35,0.2909,54.95,0,100000,0.77,-0.075,0.68,0.178,Flag,31.79,Medium
1740456,428,241,194,175,210,30,secondary,8,7,1,0,1,10,3,17,18,12,3,6,13,9,12,5,4,0,1,1,1,0,0,1,1,1,0,0,1,53.5,35,0.5286,32.92,0,75000,0.75,0.063,0.84,0.125,Flag,44.82,Medium
1870556,231,46,131,106,125,21,upper_primary,6,3,1,2,0,18,2,9,5,2,1,4,5,1,1,4,4,1,0,1,1,1,1,0,1,1,0,0,0,38.5,35,0.1,46.2,0,75000,0.69,-0.086,0.77,0.167,Flag,27.1,Medium
1518327,1260,404,462,1154,478,7,primary,39,33,3,3,6,6,7,18,16,10,10,37,47,40,1,3,1,1,0,0,0,1,1,0,1,0,1,1,1,32.31,35,-0.0769,26.81,0,100000,0.74,0.187,0.66,0.077,Accept,24.61,Low
1704960,2875,1441,2799,895,548,797,primary,141,97,17,27,46,6,13,15,5,1,100,45,56,5,7,7,2,1,1,1,1,1,1,0,0,1,1,1,0,20.39,35,-0.4174,51.34,0,50000,0.98,0.097,0.73,0.121,Flag,40.19,Medium
1033645,659,463,36,451,412,475,upper_primary,23,17,3,3,7,0,12,17,17,12,21,13,16,10,6,1,4,1,1,1,0,1,1,0,1,1,0,0,0,28.65,35,-0.1814,41.19,0,50000,0.52,0.027,0.83,0.13,Accept,23.49,Low
1495162,2048,1822,1985,767,559,1302,upper_primary,54,44,13,0,29,6,15,7,9,13,10,33,72,11,59,3,3,0,0,1,1,0,0,0,1,0,1,1,1,37.93,35,0.0837,28.44,0,100000,0.99,-0.08,0.91,0.241,Accept,19.24,Low
1897151,663,268,113,534,365,618,upper_primary,19,13,2,4,16,1,18,15,9,7,4,6,11,9,4,8,5,1,0,1,1,1,1,1,1,0,0,1,1,34.89,35,-0.0031,60.27,0,50000,0.92,0.103,0.94,0.105,Accept,12.18,Low
1430569,2566,1905,2103,313,1955,384,secondary,96,81,19,0,86,10,9,0,10,9,13,77,43,6,22,5,3,0,1,1,1,1,1,1,1,1,1,0,1,26.73,35,-0.2363,59.67,0,75000,0.98,-0.053,0.67,0.198,Flag,37.55,Medium
1453017,2309,299,1856,618,636,778,primary,52,34,5,13,9,1,13,15,16,10,33,23,48,4,28,9,1,1,0,1,1,1,0,1,1,1,0,1,1,44.4,35,0.2686,48.1,0,50000,0.64,0.11,0.57,0.096,Flag,34.89,Medium
1794473,864,131,821,122,135,366,primary,24,21,5,0,22,18,14,7,7,18,8,23,15,0,7,3,5,1,1,1,1,1,1,1,0,0,1,0,1,36,35,0.0286,57.6,0,50000,0.8,0.117,0.56,0.208,Flag,31.01,Medium
1052763,2580,1537,1540,314,76,1640,secondary,69,41,9,19,1,0,11,12,9,16,61,42,46,4,8,3,6,1,0,1,1,0,1,1,0,0,1,1,0,37.39,35,0.0683,56.09,0,100000,0.92,-0.013,0.96,0.13,Accept,17.2,Low
1985787,1358,1127,1192,299,27,561,secondary,42,28,3,11,27,3,11,15,16,3,19,25,23,21,8,4,0,0,1,0,1,1,1,1,1,1,1,1,1,32.33,35,-0.0763,59.04,0,75000,0.83,-0.019,0.81,0.071,Accept,12.97,Low
1799864,1172,831,611,40,533,370,upper_primary,28,24,5,0,4,16,4,13,6,8,27,16,27,2,7,5,4,0,1,0,1,1,1,1,1,0,1,1,1,41.86,35,0.196,43.41,0,75000,0.62,0.177,0.78,0.179,Accept,24.23,Low
1350600,2040,1166,513,793,1870,1881,secondary,62,45,5,12,31,11,2,19,8,13,12,55,69,43,29,9,1,1,0,1,0,0,1,1,0,1,1,0,1,32.9,35,-0.06,29.57,0,50000,0.96,0.018,0.71,0.081,Accept,20.73,Low
1070975,259,211,75,204,215,245,secondary,10,6,1,3,7,4,6,7,13,3,4,9,9,5,5,8,9,1,1,1,1,1,1,1,1,0,1,1,1,25.9,35,-0.26,28.78,0,75000,0.96,0.096,0.9,0.1,Flag,27.81,Medium
1644116,2301,1535,1766,2158,948,862,secondary,51,36,5,10,37,11,13,17,11,14,18,27,46,39,40,4,4,1,0,0,0,0,0,0,1,1,1,1,1,45.12,35,0.2891,50.02,0,100000,0.67,0.023,0.61,0.098,Flag,34.41,Medium
1770376,2396,1439,1144,2199,71,224,primary,87,71,17,0,0,2,7,10,0,13,0,37,42,26,37,2,9,1,1,0,1,0,1,1,1,1,1,1,1,27.54,35,-0.2131,57.05,0,75000,0.7,-0.054,0.67,0.195,Flag,36.77,Medium
1621642,2525,752,1991,672,1064,567,primary,59,36,5,18,30,0,1,17,17,5,51,39,56,0,46,9,3,1,1,1,1,1,1,1,1,0,1,0,0,42.8,35,0.2229,45.09,0,100000,0.96,0.022,0.61,0.085,Flag,31.36,Medium
1490899,2386,1450,461,566,251,1556,secondary,112,87,23,2,45,2,3,7,17,3,106,15,41,2,6,1,0,1,0,1,0,1,1,1,1,1,0,1,1,21.3,35,-0.3914,58.2,0,75000,0.58,-0.072,0.69,0.205,Flag,41.52,Medium
1953112,2521,1149,1490,1491,879,1885,upper_primary,57,46,8,3,17,3,15,3,5,2,17,46,49,39,17,7,6,0,1,1,1,1,1,1,1,1,1,0,1,44.23,35,0.2637,51.45,0,75000,0.83,0.047,0.68,0.14,Flag,37.21,Medium
1325328,2006,834,1131,941,993,1621,primary,41,35,8,0,28,4,9,9,8,12,9,37,34,10,3,9,0,1,1,0,1,1,0,1,1,1,1,1,1,48.93,35,0.398,59,0,75000,0.73,0.157,0.55,0.195,Flag,41.89,Medium
1840720,1423,964,1412,1189,145,1305,secondary,33,28,8,0,5,8,14,9,16,18,11,13,33,0,16,0,6,0,0,1,1,1,1,0,0,1,1,0,1,43.12,35,0.232,43.12,0,75000,0.84,-0.005,0.68,0.242,Flag,37.76,Medium
1435926,1300,803,53,1111,1243,274,secondary,43,31,8,4,40,16,1,15,6,17,38,0,44,2,20,5,8,0,0,0,1,1,0,1,0,0,0,1,1,30.23,35,-0.1363,29.55,0,75000,0.78,0.006,0.69,0.186,Flag,31.23,Medium
1656335,1341,30,1119,265,1305,787,primary,59,35,7,17,43,8,14,8,6,11,19,55,52,13,21,2,6,0,0,1,1,0,1,1,1,0,1,0,1,22.73,35,-0.3506,25.79,0,100000,0.96,0.039,0.61,0.119,Flag,42.05,Medium
1377186,1435,933,103,726,588,604,primary,29,25,6,0,13,1,1,14,17,8,25,2,24,3,14,4,3,1,0,0,1,0,0,0,1,1,0,0,1,49.48,35,0.4137,59.79,1,75000,0.97,-0.005,0.99,0.207,Flag,50.78,Medium
1576618,2400,1450,2006,800,185,557,primary,94,62,6,26,61,0,8,0,3,0,50,73,51,14,35,3,4,0,0,1,1,0,1,1,1,1,1,0,0,25.53,35,-0.2706,47.06,0,100000,0.92,-0.004,0.5,0.064,Flag,39.57,Medium
1968599,1067,35,290,222,529,240,upper_primary,39,31,2,6,27,6,5,11,8,17,33,24,27,16,20,0,6,0,1,0,0,1,0,1,1,1,1,0,1,27.36,35,-0.2183,39.52,0,75000,0.66,0.13,0.8,0.051,Accept,21.29,Low
1187031,672,351,347,37,96,107,secondary,20,14,2,4,9,13,14,3,0,7,2,13,17,16,1,5,4,1,0,1,1,0,1,1,0,1,1,1,1,33.6,35,-0.04,39.53,0,50000,0.57,0.042,0.52,0.1,Accept,21.78,Low
